City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Mykhaylivka,UA,47.2724,35.2224,44.83,73,22,6.35,few clouds
698,Parfino,RU,57.9731,31.6481,45.91,97,100,4.65,overcast clouds
699,Alta Floresta,BR,-9.8756,-56.0861,91.22,43,40,5.75,scattered clouds
700,Zabol,AF,32.25,67.25,49.37,55,2,13.6,clear sky
701,Coracora,PE,-15.0333,-73.7833,65.44,15,12,15.12,few clouds
702,Iquique,CL,-20.2208,-70.1431,68.04,66,3,8.37,clear sky
703,Beyla,GN,8.6833,-8.6333,82.9,45,27,1.77,scattered clouds
704,Kulhudhuffushi,MV,6.6221,73.07,81.14,73,96,3.94,overcast clouds
705,Minab,IR,27.1467,57.0801,75.52,78,45,0.0,scattered clouds
706,Kibiti,TZ,-7.7218,38.9375,73.78,88,82,5.01,broken clouds
707,Tsiroanomandidy,MG,-18.7667,46.0333,68.56,82,99,3.71,light rain
708,Shetpe,KZ,44.1667,52.1167,43.0,56,100,6.2,overcast clouds
709,Camargo,MX,27.6667,-105.1667,74.32,23,29,5.12,scattered clouds
710,Conde,BR,-7.2597,-34.9075,87.26,51,40,14.97,scattered clouds
711,Areia Branca,BR,-4.9561,-37.1369,100.6,56,69,18.84,broken clouds
